Facility.Name,Facility.City,Facility.Type,Rating.Overall,Rating.Mortality,Rating.Safety,Rating.Readmission,Rating.Experience,Rating.Effectiveness,Rating.Timeliness,Rating.Imaging,Procedure.Heart Attack.Cost,Procedure.Heart Attack.Quality,Procedure.Heart Attack.Value,Procedure.Heart Failure.Cost,Procedure.Heart Failure.Quality,Procedure.Heart Failure.Value,Procedure.Pneumonia.Cost,Procedure.Pneumonia.Quality,Procedure.Pneumonia.Value,Procedure.Hip Knee.Cost,Procedure.Hip Knee.Quality,Procedure.Hip Knee.Value
Hospital 1387,Paoli,Private,4,None,None,Same,None,Same,Same,Same,0,Unknown,Unknown,0,Unknown,Unknown,15911,Average,Average,0,Unknown,Unknown
Hospital 1388,Williamsport,Church,4,Same,None,Same,None,Same,Above,Same,0,Unknown,Unknown,15034,Average,Average,15064,Average,Lower,0,Unknown,Unknown
Hospital 1389,Elwood,Church,-1,Same,None,Same,None,None,None,None,0,Unknown,Unknown,16665,Average,Average,17397,Average,Average,0,Unknown,Unknown
Hospital 1390,Brazil,Private,3,Same,None,Same,None,Same,Same,None,0,Unknown,Unknown,18144,Average,Average,20721,Average,Higher,0,Unknown,Unknown
Hospital 1391,Wabash,Private,4,Same,None,Same,Above,Same,Above,None,0,Unknown,Unknown,17224,Average,Average,18929,Average,Average,0,Unknown,Unknown
Hospital 1392,Tipton,Unknown,4,Same,None,Above,None,Same,Above,Same,0,Unknown,Unknown,17628,Average,Average,19443,Average,Higher,24397,Average,Higher
Hospital 1393,Monticello,Private,4,Same,None,Above,None,Same,Above,Same,0,Unknown,Unknown,15718,Average,Average,16111,Average,Average,0,Unknown,Unknown
Hospital 1394,Rochester,Government,4,Same,None,Above,Same,None,None,Same,0,Unknown,Unknown,15525,Average,Average,13679,Average,Lower,21232,Average,Average
Hospital 1395,Salem,Private,-1,None,None,None,None,Same,Same,Same,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 1396,Angola,Private,4,Same,None,Above,Above,Same,Above,Same,0,Unknown,Unknown,15495,Average,Average,16819,Average,Average,28380,Average,Higher
Hospital 1397,Frankfort,Private,4,Same,None,Same,None,Same,Above,None,0,Unknown,Unknown,17498,Average,Average,17108,Average,Average,0,Unknown,Unknown
Hospital 1398,Linton,Government,2,Same,None,Below,Same,Same,Above,Same,0,Unknown,Unknown,17031,Average,Average,15634,Average,Average,0,Unknown,Unknown
Hospital 1399,Peru,Private,2,Same,None,Below,Same,Same,Above,Same,23720,Average,Average,17033,Average,Average,16056,Average,Average,27950,Average,Higher
Hospital 1400,Princeton,Private,-1,None,None,Above,None,None,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,17040,Average,Average,0,Unknown,Unknown
Hospital 1401,Portland,Government,4,Same,None,Above,Same,Same,Above,None,0,Unknown,Unknown,14802,Average,Average,16429,Average,Average,0,Unknown,Unknown
Hospital 1402,Tell City,Unknown,3,Same,None,Above,Above,Same,None,Below,0,Unknown,Unknown,17125,Average,Average,17423,Average,Average,0,Unknown,Unknown
Hospital 1403,Lagrange,Private,4,Same,None,Above,Above,Same,Above,Same,0,Unknown,Unknown,15792,Average,Average,15139,Average,Lower,0,Unknown,Unknown
Hospital 1404,Rensselaer,Private,2,Same,None,Below,None,Same,Above,None,0,Unknown,Unknown,16672,Average,Average,15359,Average,Lower,0,Unknown,Unknown
Hospital 1405,Boonville,Private,3,None,None,Same,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,16235,Average,Average,0,Unknown,Unknown
Hospital 1406,Clinton,Private,4,Same,None,Above,Above,Same,Same,None,0,Unknown,Unknown,17091,Average,Average,18655,Average,Average,0,Unknown,Unknown
Hospital 1407,Sullivan,Government,3,Same,None,Below,Above,None,Same,None,0,Unknown,Unknown,17697,Average,Average,16349,Average,Average,0,Unknown,Unknown
Hospital 1408,Bedford,Private,4,Same,None,Above,None,Same,Above,Same,0,Unknown,Unknown,16403,Average,Average,17886,Average,Average,0,Unknown,Unknown
Hospital 1409,Batesville,Private,5,Same,Same,Above,Above,Same,Above,Below,0,Unknown,Unknown,16355,Average,Average,18094,Average,Average,23939,Average,Higher
Hospital 1410,Decatur,Government,4,Same,None,Above,Above,Same,Above,Same,0,Unknown,Unknown,16616,Average,Average,17248,Average,Average,21819,Average,Average
Hospital 1411,Corydon,Government,4,Same,None,Above,Above,Same,Above,Same,0,Unknown,Unknown,16064,Average,Average,17818,Average,Average,0,Unknown,Unknown
Hospital 1412,Greensburg,Government,3,Same,None,Same,Above,Same,Above,Below,0,Unknown,Unknown,17043,Average,Average,16783,Average,Average,24353,Average,Higher
Hospital 1413,Greencastle,Government,4,Same,None,Above,Same,Same,Above,Same,0,Unknown,Unknown,17680,Average,Average,16918,Average,Average,0,Unknown,Unknown
Hospital 1414,Scottsburg,Proprietary,3,Same,None,Below,Same,Same,Above,Same,0,Unknown,Unknown,18206,Average,Average,17287,Average,Average,0,Unknown,Unknown
Hospital 1415,Bedford,Private,4,Same,None,Below,Above,Same,Same,Same,0,Unknown,Unknown,15418,Average,Average,16692,Average,Average,27367,Average,Higher
Hospital 1416,Marshalltown,Private,3,Same,Same,Above,Below,Same,Same,Same,24551,Average,Average,18059,Average,Average,17992,Average,Average,19294,Average,Lower
Hospital 1417,Carroll,Private,4,Same,Same,Above,Above,Same,Above,Same,0,Unknown,Unknown,14803,Average,Lower,15171,Average,Lower,18774,Average,Lower
Hospital 1418,Keokuk,Private,3,Same,None,Same,Same,Same,Above,Same,0,Unknown,Unknown,16241,Average,Average,14849,Average,Lower,24468,Average,Average
Hospital 1419,Muscatine,Private,4,Same,None,Above,Same,Same,Same,Same,0,Unknown,Unknown,15516,Average,Average,17425,Average,Average,0,Unknown,Unknown
Hospital 1420,Fort Dodge,Private,3,Below,Below,Above,Same,Same,Above,Same,25226,Average,Average,16943,Average,Average,17040,Average,Average,23389,Average,Average
Hospital 1421,Des Moines,Private,3,Same,Above,Same,Same,Below,Same,Same,20766,Average,Lower,14483,Average,Lower,15570,Average,Lower,18149,Average,Lower
Hospital 1422,Council Bluffs,Private,4,Same,Above,Below,Same,Same,Above,Same,24246,Average,Average,16790,Average,Average,16159,Average,Lower,18386,Average,Lower
Hospital 1423,Iowa City,Church,5,Above,Above,Above,Above,Above,Above,Same,21218,Average,Lower,15482,Average,Average,16214,Average,Lower,17339,Average,Lower
Hospital 1424,Ames,Government,4,Same,Below,Above,Above,Same,Above,Above,22543,Average,Average,14646,Average,Lower,16406,Average,Lower,20960,Worse,Lower
Hospital 1425,Newton,Government,4,Same,Above,Above,Above,Same,Above,Same,0,Unknown,Unknown,14852,Average,Average,14108,Worse,Lower,19930,Average,Lower
Hospital 1426,Davenport,Private,2,Same,Below,Below,Below,Same,Same,Above,24514,Average,Average,16803,Average,Average,17170,Average,Average,20449,Worse,Lower
Hospital 1427,Cedar Falls,Church,2,Same,Below,Same,Below,Below,Above,Same,0,Unknown,Unknown,16749,Average,Average,17564,Average,Average,20868,Average,Lower
Hospital 1428,Cedar Rapids,Private,5,Same,Above,Above,Same,Same,Same,Above,25125,Average,Average,17977,Average,Higher,18286,Average,Higher,20091,Average,Lower
Hospital 1429,Council Bluffs,Private,4,Same,Above,Below,Above,Below,Above,Same,24980,Average,Average,17391,Average,Average,17260,Average,Average,20560,Average,Lower
Hospital 1430,West Burlington,Private,2,Same,Below,Same,Below,Same,Above,Below,21723,Average,Lower,15768,Average,Average,17177,Average,Average,20936,Average,Lower
Hospital 1431,Iowa City,Government,2,Same,Same,Below,Below,Same,Below,Above,23446,Average,Average,17744,Average,Higher,17428,Average,Average,18854,Average,Lower
Hospital 1432,Mason City,Private,4,Below,Above,Above,Same,Same,Above,Same,25886,Average,Higher,18467,Worse,Higher,17430,Average,Average,20770,Average,Lower
Hospital 1433,Waterloo,Church,2,Same,Below,Same,Below,Below,Same,Same,25565,Average,Average,17405,Average,Average,18454,Average,Average,23128,Average,Higher
Hospital 1434,Dubuque,Church,4,Same,Same,Above,Above,Above,Above,Same,23372,Average,Average,16683,Average,Average,17970,Average,Average,22863,Average,Average
Hospital 1435,Cedar Rapids,Church,5,Above,Same,Above,Same,Same,Above,Same,20558,Average,Lower,13811,Average,Lower,15374,Better,Lower,20095,Average,Lower
Hospital 1436,Clinton,Private,4,Same,Above,Same,Same,Same,Above,Same,23292,Average,Average,17817,Average,Average,17529,Average,Average,23520,Average,Average
Hospital 1437,Des Moines,Private,3,Below,Above,Above,Above,Below,Same,Same,21269,Average,Lower,16106,Average,Average,17063,Average,Average,18671,Average,Lower
Hospital 1438,Des Moines,Private,2,Below,Below,Above,Same,Same,Same,Above,22789,Average,Average,16261,Average,Average,16914,Average,Average,19506,Average,Lower
Hospital 1439,Ottumwa,Proprietary,4,Same,Above,Above,Below,Same,Same,Below,25110,Average,Average,17755,Average,Average,19853,Average,Higher,21448,Average,Average
Hospital 1440,Des Moines,Government,3,None,Same,Same,Same,Same,Below,Same,0,Unknown,Unknown,0,Unknown,Unknown,14595,Average,Lower,17911,Average,Lower
Hospital 1441,Bettendorf,Private,3,Same,Above,Below,Same,Same,Same,Same,24109,Average,Average,16409,Average,Average,18850,Average,Average,17901,Average,Lower
Hospital 1442,Waterloo,Private,3,Below,Above,Above,Above,Same,Above,Same,22350,Average,Average,17052,Worse,Average,17613,Average,Average,20629,Average,Lower
Hospital 1443,Spencer,Government,3,Same,Above,Same,Above,Same,Above,Below,0,Unknown,Unknown,15611,Average,Average,15272,Average,Lower,18948,Average,Lower
Hospital 1444,Dubuque,Private,3,Same,Same,Same,Above,Same,Same,Same,23863,Average,Average,17304,Average,Average,17606,Average,Average,23485,Average,Higher
Hospital 1445,Fort Madison,Private,4,Same,Above,Above,Above,Same,Above,Below,0,Unknown,Unknown,15064,Average,Average,14348,Average,Lower,18588,Average,Lower
Hospital 1446,Spirit Lake,Unknown,4,Same,Same,Above,Above,Same,Above,Same,0,Unknown,Unknown,14540,Average,Average,14960,Average,Lower,19177,Average,Lower
Hospital 1447,Sioux City,Private,2,Below,Below,Above,Same,Same,Same,Same,22256,Average,Average,16470,Worse,Average,17016,Worse,Average,19561,Average,Lower
Hospital 1448,Grinnell,Private,4,Same,None,Above,Above,Same,Above,Same,0,Unknown,Unknown,14114,Average,Lower,16312,Average,Average,0,Unknown,Unknown
Hospital 1449,Sioux City,Private,1,Below,Below,Same,Below,Same,Same,Same,22122,Average,Average,16856,Average,Average,17194,Average,Average,21480,Average,Average
Hospital 1450,Primghar,Church,4,None,None,Same,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 1451,Belmond,Government,5,None,None,Same,Above,Same,Above,None,0,Unknown,Unknown,17749,Average,Average,20368,Average,Higher,0,Unknown,Unknown
Hospital 1452,Clarion,Government,3,None,None,Below,Above,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,15924,Average,Average,20097,Average,Lower
Hospital 1453,Grundy Center,Unknown,3,None,None,Same,None,Same,Above,Same,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,20007,Average,Lower
Hospital 1454,Corning,Private,4,Same,None,Above,None,Same,Above,None,0,Unknown,Unknown,16724,Average,Average,16018,Average,Average,0,Unknown,Unknown
Hospital 1455,Pocahontas,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,0,Unknown,Unknown
Hospital 1456,Anamosa,Private,4,Same,None,Above,None,Same,Same,Same,0,Unknown,Unknown,15667,Average,Average,19416,Average,Average,0,Unknown,Unknown
Hospital 1457,Britt,Unknown,3,Same,None,Above,None,Same,Above,Same,0,Unknown,Unknown,16454,Average,Average,17213,Average,Average,0,Unknown,Unknown
Hospital 1458,Hampton,Government,3,None,None,Same,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,16806,Average,Average,0,Unknown,Unknown
Hospital 1459,Missouri Valley,Private,4,Same,None,Above,None,Same,Above,Same,0,Unknown,Unknown,17892,Average,Average,19397,Average,Average,0,Unknown,Unknown
Hospital 1460,Greenfield,Government,-1,None,None,None,None,None,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,15366,Average,Average,0,Unknown,Unknown
Hospital 1461,Hawarden,Government,-1,None,None,None,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,20495,Average,Average,0,Unknown,Unknown
Hospital 1462,Guttenberg,Government,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,19521,Average,Average,0,Unknown,Unknown
Hospital 1463,Dewitt,Private,4,None,None,Same,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,14908,Average,Lower,0,Unknown,Unknown
Hospital 1464,Guthrie Center,Government,3,None,None,Same,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,17312,Average,Average,18429,Average,Lower
Hospital 1465,Sigourney,Unknown,-1,None,None,None,None,None,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,19179,Average,Average,0,Unknown,Unknown
Hospital 1466,West Union,Private,-1,None,None,Same,None,None,Same,None,0,Unknown,Unknown,18004,Average,Average,19239,Average,Average,0,Unknown,Unknown
Hospital 1467,Marengo,Unknown,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,21722,Average,Higher,23273,Average,Higher,0,Unknown,Unknown
Hospital 1468,Waukon,Government,5,Same,None,Same,Above,None,None,None,0,Unknown,Unknown,16498,Average,Average,18537,Average,Average,0,Unknown,Unknown
Hospital 1469,Elkader,Private,-1,None,None,None,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,19455,Average,Average,0,Unknown,Unknown
Hospital 1470,Sumner,Private,4,None,None,Same,None,None,Above,Same,0,Unknown,Unknown,0,Unknown,Unknown,20753,Average,Higher,0,Unknown,Unknown
Hospital 1471,Rock Rapids,Private,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,19111,Average,Average,19733,Average,Average,0,Unknown,Unknown
Hospital 1472,Perry,Unknown,-1,None,None,None,None,Same,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,18199,Average,Average,0,Unknown,Unknown
Hospital 1473,Osage,Unknown,4,Same,None,Above,None,None,Same,Same,0,Unknown,Unknown,16646,Average,Average,15930,Average,Average,0,Unknown,Unknown
Hospital 1474,Hamburg,Proprietary,-1,None,None,Same,None,None,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,24338,Average,Higher,0,Unknown,Unknown
Hospital 1475,Jefferson,Government,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,16273,Average,Average,20387,Average,Average
Hospital 1476,Winterset,Government,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,14478,Average,Average,14869,Average,Lower,0,Unknown,Unknown
Hospital 1477,Bloomfield,Government,-1,Same,None,Same,None,None,None,None,0,Unknown,Unknown,16272,Average,Average,17287,Average,Average,22123,Average,Average
Hospital 1478,Cresco,Unknown,3,None,None,Same,None,Same,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,23224,Average,Higher,0,Unknown,Unknown
Hospital 1479,Maquoketa,Government,-1,None,None,None,None,Same,Above,Same,0,Unknown,Unknown,0,Unknown,Unknown,17642,Average,Average,0,Unknown,Unknown
Hospital 1480,Audubon,Government,-1,None,None,Same,None,None,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,21807,Average,Higher,0,Unknown,Unknown
Hospital 1481,New Hampton,Church,-1,None,None,None,None,None,None,Same,0,Unknown,Unknown,0,Unknown,Unknown,19393,Average,Average,0,Unknown,Unknown
Hospital 1482,Manning,Private,-1,None,None,None,None,Same,Same,None,0,Unknown,Unknown,0,Unknown,Unknown,19869,Average,Average,0,Unknown,Unknown
Hospital 1483,Nevada,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,14801,Average,Lower,0,Unknown,Unknown
Hospital 1484,Humboldt,Unknown,-1,None,None,Same,None,None,Same,None,0,Unknown,Unknown,18042,Average,Average,18399,Average,Average,0,Unknown,Unknown
Hospital 1485,Independence,Unknown,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,14918,Average,Lower,0,Unknown,Unknown
Hospital 1486,Rock Valley,Private,-1,None,None,None,None,Same,Above,Same,0,Unknown,Unknown,0,Unknown,Unknown,15302,Average,Average,0,Unknown,Unknown
Hospital 1487,Keosauqua,Government,-1,Same,None,Same,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,17546,Average,Average,0,Unknown,Unknown
Hospital 1488,Oelwein,Church,-1,None,None,None,None,Same,None,None,0,Unknown,Unknown,16769,Average,Average,16959,Average,Average,0,Unknown,Unknown
Hospital 1489,Waverly,Government,4,Same,None,Same,Above,Same,Same,None,0,Unknown,Unknown,18772,Average,Average,16113,Average,Average,23756,Average,Average
Hospital 1490,Leon,Government,-1,None,None,None,None,None,None,None,0,Unknown,Unknown,0,Unknown,Unknown,17465,Average,Average,0,Unknown,Unknown
Hospital 1491,Chariton,Unknown,3,None,None,Same,None,Same,Above,None,0,Unknown,Unknown,15297,Average,Average,16998,Average,Average,0,Unknown,Unknown
Hospital 1492,Albia,Unknown,2,None,None,Same,None,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,17639,Average,Average,0,Unknown,Unknown
Hospital 1493,Manchester,Proprietary,4,Same,None,Above,Above,Same,Same,Same,0,Unknown,Unknown,17522,Average,Average,19630,Average,Higher,18441,Average,Lower
Hospital 1494,Washington,Unknown,4,Same,None,Same,Above,None,None,Same,0,Unknown,Unknown,17187,Average,Average,20859,Average,Higher,0,Unknown,Unknown
Hospital 1495,Sibley,Private,4,Same,None,Same,Above,None,None,None,0,Unknown,Unknown,15712,Average,Average,14969,Average,Average,0,Unknown,Unknown
Hospital 1496,Sioux Center,Private,4,None,None,Above,Same,Same,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,16049,Average,Average,0,Unknown,Unknown
Hospital 1497,Charles City,Unknown,4,Same,None,Above,Above,Same,Above,Same,0,Unknown,Unknown,18361,Average,Average,18318,Average,Average,0,Unknown,Unknown
Hospital 1498,Osceola,Unknown,-1,None,None,None,None,None,Above,Same,0,Unknown,Unknown,0,Unknown,Unknown,15060,Average,Lower,0,Unknown,Unknown
Hospital 1499,Vinton,Private,-1,Same,None,Same,None,None,None,None,0,Unknown,Unknown,15647,Average,Average,17911,Average,Average,0,Unknown,Unknown
Hospital 1500,Lake City,Private,4,None,None,Above,Above,None,Above,None,0,Unknown,Unknown,0,Unknown,Unknown,18772,Average,Average,24883,Average,Higher
Hospital 1501,Estherville,Church,-1,Same,None,Same,None,None,None,None,0,Unknown,Unknown,17530,Average,Average,21018,Average,Higher,20299,Average,Average
Hospital 1502,Clarinda,Unknown,2,Same,None,Same,None,None,Above,None,0,Unknown,Unknown,16260,Average,Average,16121,Average,Average,0,Unknown,Unknown
Hospital 1503,Algona,Government,3,Same,None,Same,Same,None,Above,Same,0,Unknown,Unknown,17806,Average,Average,17697,Average,Average,0,Unknown,Unknown
Hospital 1504,Ida Grove,Private,3,None,None,Same,None,Same,Above,None,0,Unknown,Unknown,19957,Average,Higher,21660,Average,Higher,0,Unknown,Unknown
Hospital 1505,Knoxville,Private,2,Same,None,Same,None,Same,Above,None,0,Unknown,Unknown,18204,Average,Average,20169,Average,Higher,0,Unknown,Unknown
Hospital 1506,Mount Pleasant,Government,4,Same,None,Above,Above,None,None,None,0,Unknown,Unknown,15664,Average,Average,16423,Average,Average,21510,Average,Average
Hospital 1507,Emmetsburg,Government,-1,None,None,Same,None,None,None,None,0,Unknown,Unknown,19320,Average,Average,17186,Average,Average,0,Unknown,Unknown
